From Timestamp,HH Electricity (kWh),HH Cooling (kWh),HH Boiler (kWh),DE Electricity (kWh),DE Boiler (kWh)
2018-03-09 08:30:00,22.3,3.5977,116.6,,164.5
2018-03-09 09:00:00,25.61,4.5215,76.7,,153.9
2018-03-09 09:30:00,25.69,1.5381,115.5,,98.7
2018-03-09 10:00:00,27.11,0.7402,112.6,,129.5
2018-03-09 10:30:00,26.59,0.6924,71.5,,94.2
2018-03-09 11:00:00,29.41,0.6357,116.9,,29.4
2018-03-09 11:30:00,29.3,1.1055,95.0,,23.1
2018-03-09 12:00:00,28.59,2.4346,87.4,,17.8
2018-03-09 12:30:00,29.2,2.3135,120.1,,13.2
2018-03-09 13:00:00,28.2,0.9346,76.39999999999998,,10.0
2018-03-09 13:30:00,27.8,0.7383,102.9,,6.2
2018-03-09 14:00:00,27.5,0.6659999999999999,113.6,,2.9
2018-03-09 14:30:00,27.7,0.667,66.8,,0.3
2018-03-09 15:00:00,27.41,0.6182,116.5,,0.0
2018-03-09 15:30:00,26.39,0.6191,84.7,,0.0
2018-03-09 16:00:00,25.3,0.625,92.1,,0.0
2018-03-09 16:30:00,24.61,0.2139,112.8,,0.0
2018-03-09 17:00:00,25.09,0.0264,35.7,,0.0
2018-03-09 17:30:00,23.41,0.0361,19.7,,0.0
2018-03-09 18:00:00,21.3,0.0449,3.2,,0.0
2018-03-09 18:30:00,19.91,0.0518,1.6,,0.0
2018-03-09 19:00:00,17.69,0.0566,2.1,,0.0
2018-03-09 19:30:00,17.61,0.0625,1.3,,0.0
2018-03-09 20:00:00,18.2,0.0732,1.2,,0.0
2018-03-09 20:30:00,16.19,0.085,2.4,,0.0
2018-03-09 21:00:00,16.31,0.0977,0.5,,0.0
2018-03-09 21:30:00,15.5,0.1055,2.2,,0.0
2018-03-09 22:00:00,15.8,0.1182,1.6,,0.0
2018-03-09 22:30:00,16.3,0.127,1.2,,0.0
2018-03-09 23:00:00,15.2,0.1377,2.2,,0.0
2018-03-09 23:30:00,15.8,0.1475,0.6,,0.0
2018-03-10 00:00:00,15.8,0.166,2.6,,0.0
2018-03-10 00:30:00,15.61,0.1885,0.2,,0.0
2018-03-10 01:00:00,15.8,0.2109,2.8,,0.0
2018-03-10 01:30:00,15.2,0.2412,0.4,,0.0
2018-03-10 02:00:00,15.09,0.2588,2.5,,0.0
2018-03-10 02:30:00,15.3,0.2773,0.9,,0.0
2018-03-10 03:00:00,15.61,0.293,2.0,,0.0
2018-03-10 03:30:00,15.19,0.3096,1.7,,0.0
2018-03-10 04:00:00,14.11,0.3184,1.3,,0.0
2018-03-10 04:30:00,12.8,0.3281,1.9,,0.0
2018-03-10 05:00:00,13.41,0.3379,1.0,,0.0
2018-03-10 05:30:00,13.3,0.3477,2.3,,0.0
2018-03-10 06:00:00,14.0,0.3604,0.5,,0.0
2018-03-10 06:30:00,13.2,0.3711,2.7,,0.0
2018-03-10 07:00:00,14.0,0.377,0.6,,0.0
2018-03-10 07:30:00,13.0,0.3877,2.4,,0.0
2018-03-10 08:00:00,14.89,0.3896,2.7,,0.1
2018-03-10 08:30:00,13.91,0.3984,0.2,,0.0
2018-03-10 09:00:00,14.2,0.4062,2.7,,0.1
2018-03-10 09:30:00,14.09,0.4072,0.8,,0.2
2018-03-10 10:00:00,13.8,0.41600000000000004,2.5,,0.1
2018-03-10 10:30:00,13.91,0.4209,1.6,,0.1
2018-03-10 11:00:00,14.09,6.4248,1.0,,0.2
2018-03-10 11:30:00,13.8,5.1045,2.5,,0.1
2018-03-10 12:00:00,13.41,1.8291,1.3,,0.2
2018-03-10 12:30:00,14.09,0.7871,1.3,,0.1
2018-03-10 13:00:00,14.41,0.6475,2.6,,0.1
2018-03-10 13:30:00,14.5,0.6367,1.0,,0.3
2018-03-10 14:00:00,13.5,0.4893,1.6,,0.2
2018-03-10 14:30:00,15.0,0.3535,2.6,,0.2
2018-03-10 15:00:00,14.2,0.8467,0.8,,0.3
2018-03-10 15:30:00,14.09,0.7354,1.7,,0.3
2018-03-10 16:00:00,13.8,0.5547,2.5,,0.4
2018-03-10 16:30:00,13.91,0.624,0.8,,0.4
2018-03-10 17:00:00,14.3,0.2715,2.0,,0.4
2018-03-10 17:30:00,14.11,0.0166,2.5,,0.4
2018-03-10 18:00:00,12.3,0.0312,0.6,,0.5
2018-03-10 18:30:00,13.0,0.0361,2.1,,0.5
2018-03-10 19:00:00,13.3,0.043,2.4,,0.5
2018-03-10 19:30:00,12.5,0.0508,0.5,,0.5
2018-03-10 20:00:00,13.59,0.0615,2.3,,0.7
2018-03-10 20:30:00,12.7,0.0703,1.8,,0.6
2018-03-10 21:00:00,12.91,0.083,0.9,,0.7
2018-03-10 21:30:00,12.7,0.0908,2.7,,0.8
2018-03-10 22:00:00,12.3,0.1064,0.7,,0.9
2018-03-10 22:30:00,12.7,0.1172,2.0,,0.9
2018-03-10 23:00:00,12.59,0.124,2.3,,1.1
2018-03-10 23:30:00,12.59,0.1348,0.5,,1.0
2018-03-11 00:00:00,12.5,0.1416,18.0,,1.1
2018-03-11 00:30:00,12.81,0.1523,85.5,,1.1
2018-03-11 01:00:00,12.59,0.1719,7.6,,1.2
2018-03-11 01:30:00,12.3,0.1904,0.8,,1.1
2018-03-11 02:00:00,12.41,0.2178,0.3,,1.1
2018-03-11 02:30:00,12.09,0.2354,3.0,,1.2
2018-03-11 03:00:00,12.91,0.2588,1.4,,1.2
2018-03-11 03:30:00,12.39,0.2744,1.3,,1.2
2018-03-11 04:00:00,12.41,0.2861,2.7,,1.1
2018-03-11 04:30:00,13.2,0.2969,0.6,,1.1
2018-03-11 05:00:00,13.0,0.3125,2.1,,1.1
2018-03-11 05:30:00,13.5,0.3193,2.2,,1.0
2018-03-11 06:00:00,14.3,0.3301,0.6,,0.9
2018-03-11 06:30:00,14.0,0.3379,2.7,,0.8
2018-03-11 07:00:00,12.7,0.3447,1.3,,0.8
2018-03-11 07:30:00,13.7,0.3564,1.7,,0.7
2018-03-11 08:00:00,14.19,0.3594,1.3,,0.8
2018-03-11 08:30:00,13.7,0.3662,0.2,,0.9
2018-03-11 09:00:00,14.61,0.3809,2.6,,0.8
2018-03-11 09:30:00,13.59,0.3857,1.6,,0.7
2018-03-11 10:00:00,13.59,0.3975,1.0,,0.7
2018-03-11 10:30:00,13.5,0.3975,2.5,,0.8
2018-03-11 11:00:00,14.91,0.4092,1.6,,0.8
2018-03-11 11:30:00,13.91,0.415,1.0,,0.7
2018-03-11 12:00:00,15.0,0.4189,2.5,,0.8
2018-03-11 12:30:00,14.59,2.417,1.7,,0.7
2018-03-11 13:00:00,14.59,5.9521,0.8,,0.6
2018-03-11 13:30:00,14.11,2.1523,2.6,,0.7
2018-03-11 14:00:00,13.8,2.7617,1.7,,0.7
2018-03-11 14:30:00,14.8,1.0215,0.8,,0.7
2018-03-11 15:00:00,13.91,0.5664,2.6,,0.5
2018-03-11 15:30:00,13.5,0.0215,1.5,,0.7
2018-03-11 16:00:00,13.7,0.0234,1.1,,0.6
2018-03-11 16:30:00,14.09,0.0342,2.7,,0.7
2018-03-11 17:00:00,13.7,0.0391,1.1,,0.7
2018-03-11 17:30:00,13.2,0.0508,1.5,,0.8
2018-03-11 18:00:00,12.59,0.0566,2.6,,0.7
2018-03-11 18:30:00,12.8,0.0674,1.1,,0.8
2018-03-11 19:00:00,12.8,0.0762,1.5,,0.7
2018-03-11 19:30:00,12.7,0.084,2.6,,0.8
2018-03-11 20:00:00,13.7,0.0996,0.5,,0.9
2018-03-11 20:30:00,13.2,0.1113,2.2,,0.8
2018-03-11 21:00:00,13.59,0.1191,2.0,,0.9
2018-03-11 21:30:00,13.0,0.125,0.8,,0.8
2018-03-11 22:00:00,13.11,0.1377,2.7,,0.8
2018-03-11 22:30:00,13.39,0.1445,0.4,,0.8
2018-03-11 23:00:00,13.0,0.1592,2.6,,0.8
2018-03-11 23:30:00,13.2,0.1807,1.3,,0.9
2018-03-12 00:00:00,13.59,0.2061,1.6,,3.6
2018-03-12 00:30:00,12.81,0.2266,37.0,,0.7
2018-03-12 01:00:00,14.09,0.2471,69.4,,0.7
2018-03-12 01:30:00,13.41,0.2627,7.4,,0.5
2018-03-12 02:00:00,13.69,0.2783,0.0,,0.6
2018-03-12 02:30:00,13.31,0.2891,0.7,,0.4
2018-03-12 03:00:00,13.09,0.3066,2.6,,0.4
2018-03-12 03:30:00,12.7,0.3135,0.9,,0.4
2018-03-12 04:00:00,12.59,0.3262,2.2,,0.5
2018-03-12 04:30:00,14.0,0.33399999999999996,62.8,,0.4
2018-03-12 05:00:00,14.8,0.3408,58.8,,2.1
2018-03-12 05:30:00,14.81,0.3486,56.9,,0.1
2018-03-12 06:00:00,16.19,0.3525,303.6,,0.2
2018-03-12 06:30:00,17.81,0.3643,155.0,,0.1
2018-03-12 07:00:00,17.5,0.373,110.4,,0.9
2018-03-12 07:30:00,22.39,0.3799,80.3,,1.8
2018-03-12 08:00:00,19.91,0.3838,127.40000000000002,,1.3
2018-03-12 08:30:00,22.39,0.376,98.1,,0.1
2018-03-12 09:00:00,25.5,0.3066,99.6,,0.0
2018-03-12 09:30:00,24.41,0.2773,113.3,,0.0
2018-03-12 10:00:00,25.91,1.6592,92.3,,0.0
2018-03-12 10:30:00,27.0,1.3525,122.2,,0.0
2018-03-12 11:00:00,28.3,1.9814,86.9,,433.9
2018-03-12 11:30:00,28.3,1.4854,117.2,,182.3
2018-03-12 12:00:00,27.3,0.3564,75.0,,85.6
2018-03-12 12:30:00,29.0,0.0732,122.9,,128.39999999999998
2018-03-12 13:00:00,28.8,1.2930000000000001,78.7,,110.5
2018-03-12 13:30:00,30.7,1.0615,95.1,,83.2
2018-03-12 14:00:00,29.11,0.6533,104.5,,90.9
2018-03-12 14:30:00,28.0,0.1934,78.60000000000002,,106.1
2018-03-12 15:00:00,28.69,0.0869,112.7,,92.1
2018-03-12 15:30:00,27.7,0.2783,71.3,,91.2
2018-03-12 16:00:00,26.0,0.2871,115.3,,91.7
2018-03-12 16:30:00,24.91,0.2979,85.3,,89.7
2018-03-12 17:00:00,23.7,0.3232,72.9,,115.0
2018-03-12 17:30:00,22.09,0.2998,6.7,,35.3
2018-03-12 18:00:00,19.3,0.3545,10.1,,66.3
2018-03-12 18:30:00,17.11,0.2812,1.6,,21.1
2018-03-12 19:00:00,16.89,0.0088,0.1,,39.4
2018-03-12 19:30:00,16.7,0.0,4.6,,36.3
2018-03-12 20:00:00,17.41,0.0,0.3,,17.2
2018-03-12 20:30:00,15.69,0.0,2.7,,56.8
2018-03-12 21:00:00,15.5,0.0,1.7,,17.8
2018-03-12 21:30:00,13.5,0.0,1.1,,40.0
2018-03-12 22:00:00,14.11,0.0,2.9,,35.0
2018-03-12 22:30:00,13.2,0.0,1.6,,17.3
2018-03-12 23:00:00,13.39,0.0,1.3,,57.9
2018-03-12 23:30:00,14.41,0.0,3.1,,18.5
2018-03-13 00:00:00,14.59,0.0,0.4,,38.0
2018-03-13 00:30:00,15.3,0.0,2.8,,37.6
2018-03-13 01:00:00,14.31,0.0,1.9,,17.6
2018-03-13 01:30:00,15.09,0.0,1.1,,55.3
2018-03-13 02:00:00,13.59,0.0,3.0,,18.6
2018-03-13 02:30:00,12.5,0.0,1.1,,42.1
2018-03-13 03:00:00,13.5,0.0,1.8,,31.4
2018-03-13 03:30:00,13.0,0.0,2.9,,17.3
2018-03-13 04:00:00,13.0,0.0,0.9,,59.4
2018-03-13 04:30:00,13.31,0.0,1.9,,18.4
2018-03-13 05:00:00,13.5,0.0,0.4,,83.6
2018-03-13 05:30:00,13.8,0.0,7.6,,104.4
2018-03-13 06:00:00,14.7,0.0,356.2,,56.2
2018-03-13 06:30:00,17.39,0.0,181.6,,88.2
2018-03-13 07:00:00,17.7,0.0,114.8,,67.5
2018-03-13 07:30:00,22.5,0.0107,85.1,,89.0
2018-03-13 08:00:00,22.91,4.5732,132.0,,153.29999999999995
2018-03-13 08:30:00,22.59,8.4004,91.0,,120.6
2018-03-13 09:00:00,25.2,7.4053,103.5,,143.7
2018-03-13 09:30:00,27.7,1.6719,131.39999999999998,,128.70000000000002
2018-03-13 10:00:00,29.19,0.7939,68.1,,96.6
2018-03-13 10:30:00,27.61,0.8555,115.2,,93.1
2018-03-13 11:00:00,27.8,1.8418,90.8,,113.9
2018-03-13 11:30:00,28.41,1.6875,97.4,,81.0
2018-03-13 12:00:00,28.89,0.542,97.6,,87.0
2018-03-13 12:30:00,28.7,0.4912,75.1,,87.3
2018-03-13 13:00:00,28.41,0.5234,108.5,,88.8
2018-03-13 13:30:00,28.59,0.2061,65.9,,86.5
2018-03-13 14:00:00,28.0,0.1758,98.1,,82.0
2018-03-13 14:30:00,30.91,0.4561,77.10000000000002,,49.4
2018-03-13 15:00:00,28.89,1.9209,75.2,,84.2
2018-03-13 15:30:00,28.2,2.5566,102.4,,87.5
2018-03-13 16:00:00,27.09,1.3926,65.8,,87.4
2018-03-13 16:30:00,27.31,0.4111,100.0,,72.5
2018-03-13 17:00:00,26.09,0.2666,46.7,,67.6
2018-03-13 17:30:00,23.7,0.0176,7.5,,74.7
2018-03-13 18:00:00,21.59,0.0283,7.2,,20.1
2018-03-13 18:30:00,18.61,0.0391,2.2,,43.2
2018-03-13 19:00:00,18.69,0.0488,2.7,,33.0
2018-03-13 19:30:00,17.2,0.0605,1.0,,17.1
2018-03-13 20:00:00,17.7,0.0801,2.7,,55.4
2018-03-13 20:30:00,16.7,0.0947,0.8,,18.6
2018-03-13 21:00:00,16.09,0.1084,1.9,,42.7
2018-03-13 21:30:00,15.0,0.2422,2.4,,36.4
2018-03-13 22:00:00,14.7,0.1514,1.6,,47.4
2018-03-13 22:30:00,14.41,0.1562,1.0,,35.6
2018-03-13 23:00:00,14.59,0.1777,2.8,,32.800000000000004
2018-03-13 23:30:00,14.7,0.20800000000000002,1.5,,51.3
2018-03-14 00:00:00,14.59,0.2422,1.3,,19.7
2018-03-14 00:30:00,14.11,0.2725,3.0,,62.6
2018-03-14 01:00:00,14.5,0.2998,0.7,,19.6
2018-03-14 01:30:00,14.5,0.3203,2.2,,60.8
2018-03-14 02:00:00,14.09,0.335,2.6,,19.7
2018-03-14 02:30:00,14.7,0.3525,0.6,,38.1
2018-03-14 03:00:00,13.89,0.3594,2.3,,38.2
2018-03-14 03:30:00,14.0,0.3711,2.7,,17.9
2018-03-14 04:00:00,14.5,0.3809,0.4,,57.7
2018-03-14 04:30:00,14.41,0.3887,2.7,,19.2
2018-03-14 05:00:00,14.7,0.3975,1.1,,56.3
2018-03-14 05:30:00,15.5,0.4014,4.2,,88.8
2018-03-14 06:00:00,16.8,4.9355,365.7000000000001,,84.4
2018-03-14 06:30:00,19.0,4.8467,160.5,,76.7
2018-03-14 07:00:00,18.8,1.6123,109.9,,43.0
2018-03-14 07:30:00,23.5,0.8057,75.30000000000003,,91.6
2018-03-14 08:00:00,21.61,0.6816,122.2,,94.1
2018-03-14 08:30:00,22.39,0.7041,100.9,,161.70000000000005
2018-03-14 09:00:00,29.11,0.6543,85.5,,89.5
2018-03-14 09:30:00,26.8,0.6289,125.6,,106.7
2018-03-14 10:00:00,27.5,0.7432,71.5,,138.3
2018-03-14 10:30:00,26.8,0.6611,105.2,,71.8
2018-03-14 11:00:00,27.5,0.5527,98.7,,104.3
2018-03-14 11:30:00,28.7,0.7832,87.3,,72.3
2018-03-14 12:00:00,29.5,0.6768,110.7,,80.0
2018-03-14 12:30:00,29.59,0.4941,61.3,,74.80000000000003
2018-03-14 13:00:00,28.41,0.5508,112.2,,86.5
2018-03-14 13:30:00,28.39,0.667,74.89999999999998,,81.19999999999997
2018-03-14 14:00:00,28.2,0.7998,90.1,,73.6
2018-03-14 14:30:00,31.2,0.6973,79.69999999999997,,52.1
2018-03-14 15:00:00,29.91,0.6659999999999999,91.3,,117.1
2018-03-14 15:30:00,28.8,0.6484,97.7,,85.2
2018-03-14 16:00:00,26.39,0.6699,70.4,,77.2
2018-03-14 16:30:00,26.31,0.5957,105.4,,105.4
2018-03-14 17:00:00,25.89,0.0322,43.0,,79.0
2018-03-14 17:30:00,20.7,0.0273,11.0,,43.5
2018-03-14 18:00:00,16.9,0.0391,4.8,,44.4
2018-03-14 18:30:00,16.9,0.0479,0.8,,17.0
2018-03-14 19:00:00,16.9,0.0527,3.1,,52.6
2018-03-14 19:30:00,16.9,0.0596,0.7,,17.8
2018-03-14 20:00:00,16.9,0.0723,2.7,,27.1
2018-03-14 20:30:00,16.9,0.0869,1.6,,43.8
2018-03-14 21:00:00,16.9,0.1045,1.1,,17.0
2018-03-14 21:30:00,16.9,0.1152,2.9,,47.3
2018-03-14 22:00:00,16.9,0.1299,1.0,,23.3
2018-03-14 22:30:00,16.9,0.1455,1.9,,16.6
2018-03-14 23:00:00,16.9,0.1641,2.8,,55.0
2018-03-14 23:30:00,16.9,0.1973,0.5,,17.8
2018-03-15 00:00:00,16.9,0.2285,2.6,,41.1
2018-03-15 00:30:00,16.9,0.2588,2.4,,32.4
2018-03-15 01:00:00,16.9,0.2861,0.6,,17.1
2018-03-15 01:30:00,16.9,0.3047,2.6,,54.4
2018-03-15 02:00:00,16.9,0.3232,2.3,,19.3
2018-03-15 02:30:00,16.9,0.3428,0.6,,17.7
2018-03-15 03:00:00,16.9,0.3564,2.7,,54.0
2018-03-15 03:30:00,16.9,0.3711,2.3,,17.3
2018-03-15 04:00:00,16.9,0.377,0.8,,40.8
2018-03-15 04:30:00,16.9,5.7734,3.1,,31.4
2018-03-15 05:00:00,16.9,4.6006,2.3,,62.6
2018-03-15 05:30:00,16.9,1.2686,0.4,,78.3
2018-03-15 06:00:00,16.9,0.7363,354.7,,51.1
2018-03-15 06:30:00,16.9,0.5859,171.1,,69.6
2018-03-15 07:00:00,16.9,0.6475,102.1,,67.6
2018-03-15 07:30:00,16.9,0.7246,78.60000000000002,,71.7
2018-03-15 08:00:00,16.9,0.6602,122.9,,130.1
2018-03-15 08:30:00,16.9,0.29,76.8,,109.9
2018-03-15 09:00:00,22.7,0.0,109.7,,131.6
2018-03-15 09:30:00,28.09,0.4912,101.0,,127.1
2018-03-15 10:00:00,29.0,2.9014,84.6,,94.8
2018-03-15 10:30:00,30.11,2.7354,102.7,,123.0
2018-03-15 11:00:00,27.8,0.9111,66.10000000000001,,74.80000000000003
2018-03-15 11:30:00,27.09,0.4678,106.9,,86.9
2018-03-15 12:00:00,28.41,0.6133,64.5,,85.1
2018-03-15 12:30:00,29.39,0.7422,95.7,,85.7
2018-03-15 13:00:00,30.31,0.5889,73.7,,88.6
2018-03-15 13:30:00,30.8,0.6182,75.6,,87.8
2018-03-15 14:00:00,28.89,0.7090000000000001,95.9,,87.1
2018-03-15 14:30:00,31.0,0.7666,60.8,,90.2
2018-03-15 15:00:00,29.41,0.8213,104.6,,87.2
2018-03-15 15:30:00,27.41,0.7578,51.3,,87.5
2018-03-15 16:00:00,27.09,0.5713,99.1,,87.0
2018-03-15 16:30:00,26.91,0.6436,66.60000000000001,,85.9
2018-03-15 17:00:00,27.69,0.1846,66.60000000000001,,84.2
2018-03-15 17:30:00,24.11,0.0254,4.3,,25.8
2018-03-15 18:00:00,21.2,0.0391,6.6,,62.1
2018-03-15 18:30:00,18.3,0.0508,2.7,,20.1
2018-03-15 19:00:00,16.89,0.0586,0.0,,23.0
2018-03-15 19:30:00,16.61,0.0645,3.9,,48.7
2018-03-15 20:00:00,16.2,0.0762,0.3,,17.0
2018-03-15 20:30:00,16.09,0.085,2.6,,43.3
2018-03-15 21:00:00,15.41,0.1025,0.8,,27.1
2018-03-15 21:30:00,14.19,0.1143,2.2,,16.7
2018-03-15 22:00:00,14.5,0.1221,1.1,,56.2
2018-03-15 22:30:00,14.11,0.1348,2.0,,18.2
2018-03-15 23:00:00,14.39,0.1514,1.5,,26.700000000000006
2018-03-15 23:30:00,14.7,0.1709,1.5,,47.5
2018-03-16 00:00:00,14.91,0.2041,2.0,,17.7
2018-03-16 00:30:00,14.39,0.2334,1.1,,40.5
2018-03-16 01:00:00,14.11,0.2754,2.1,,34.4
2018-03-16 01:30:00,14.2,0.293,1.0,,17.1
2018-03-16 02:00:00,14.3,0.3115,2.8,,56.3
2018-03-16 02:30:00,14.59,0.332,0.2,,18.4
2018-03-16 03:00:00,13.91,0.3457,3.0,,31.1
2018-03-16 03:30:00,14.0,0.3594,0.9,,40.2
2018-03-16 04:00:00,14.09,0.376,0.9,,17.2
2018-03-16 04:30:00,15.0,0.3857,2.8,,53.0
2018-03-16 05:00:00,14.0,0.3975,1.5,,42.0
2018-03-16 05:30:00,15.11,0.4082,1.7,,79.2
2018-03-16 06:00:00,15.8,0.418,334.3,,79.2
2018-03-16 06:30:00,19.09,3.0938,166.2,,22.5
2018-03-16 07:00:00,18.7,3.8145,86.1,,80.60000000000002
2018-03-16 07:30:00,23.41,4.499,80.69999999999997,,90.3
2018-03-16 08:00:00,23.5,1.5469,110.7,,89.1
2018-03-16 08:30:00,24.69,0.8438,70.7,,141.0
2018-03-16 09:00:00,25.5,0.0605,103.3,,115.0
2018-03-16 09:30:00,28.31,0.6553,81.5,,93.4
2018-03-16 10:00:00,28.89,3.0625,85.4,,125.6
2018-03-16 10:30:00,27.8,1.7344,93.2,,79.0
2018-03-16 11:00:00,28.61,0.9336,62.0,,77.10000000000002
2018-03-16 11:30:00,27.2,0.8105,93.4,,58.2
2018-03-16 12:00:00,28.5,0.6396,63.9,,80.3
2018-03-16 12:30:00,27.5,0.6621,93.7,,85.1
2018-03-16 13:00:00,28.5,0.6445,67.0,,84.9
2018-03-16 13:30:00,28.69,0.6816,78.60000000000002,,88.7
2018-03-16 14:00:00,27.5,0.6699,83.5,,72.9
2018-03-16 14:30:00,26.11,0.498,59.6,,53.0
2018-03-16 15:00:00,25.59,0.5352,102.1,,83.5
2018-03-16 15:30:00,25.11,0.7412,53.40000000000001,,86.2
2018-03-16 16:00:00,23.69,0.7509999999999999,95.3,,46.1
2018-03-16 16:30:00,23.7,0.79,59.0,,81.5
2018-03-16 17:00:00,23.3,0.7705,72.7,,83.3
2018-03-16 17:30:00,21.2,0.7031,5.9,,36.1
2018-03-16 18:00:00,18.2,0.7959,7.9,,46.0
2018-03-16 18:30:00,16.3,0.457,3.2,,33.7
2018-03-16 19:00:00,16.41,0.0225,1.8,,16.7
2018-03-16 19:30:00,16.0,0.2275,1.7,,56.5
2018-03-16 20:00:00,16.2,0.5439,2.3,,18.700000000000006
2018-03-16 20:30:00,15.89,0.0508,0.9,,27.3
2018-03-16 21:00:00,15.11,0.0791,2.8,,45.7
2018-03-16 21:30:00,14.89,0.1035,0.4,,17.6
2018-03-16 22:00:00,15.11,0.1182,3.0,,53.3
2018-03-16 22:30:00,14.5,0.1318,0.4,,18.8
2018-03-16 23:00:00,15.3,0.1504,3.0,,34.9
2018-03-16 23:30:00,15.89,0.1602,0.6,,39.0
2018-03-17 00:00:00,16.7,0.165,2.7,,17.3
2018-03-17 00:30:00,16.2,0.1641,1.2,,15.7
2018-03-17 01:00:00,16.0,0.1689,2.3,,15.6
2018-03-17 01:30:00,15.91,0.1709,1.2,,15.3
2018-03-17 02:00:00,14.89,0.1826,2.3,,16.400000000000002
2018-03-17 02:30:00,14.5,0.1924,1.2,,17.5
2018-03-17 03:00:00,14.8,0.2236,2.5,,18.1
2018-03-17 03:30:00,15.5,0.2578,0.9,,17.8
2018-03-17 04:00:00,14.61,0.2881,0.4,,18.4
2018-03-17 04:30:00,14.89,0.3145,3.0,,18.2
2018-03-17 05:00:00,15.2,0.3125,0.5,,18.5
2018-03-17 05:30:00,16.0,0.3389,2.9,,19.3
2018-03-17 06:00:00,16.11,0.3525,1.3,,19.1
2018-03-17 06:30:00,16.39,0.3691,1.1,,19.0
2018-03-17 07:00:00,15.41,1.5703,0.9,,19.3
2018-03-17 07:30:00,16.39,6.6396,61.0,,19.5
2018-03-17 08:00:00,19.11,3.3066,84.7,,19.7
2018-03-17 08:30:00,18.3,1.2617,73.0,,20.0
2018-03-17 09:00:00,18.3,0.9570000000000001,64.9,,20.5
2018-03-17 09:30:00,17.3,0.7666,55.9,,20.1
2018-03-17 10:00:00,17.7,0.9043,54.6,,20.0
2018-03-17 10:30:00,18.3,1.1699,57.5,,19.8
2018-03-17 11:00:00,18.5,0.9453,56.1,,20.1
2018-03-17 11:30:00,18.31,0.8759999999999999,55.2,,120.4
2018-03-17 12:00:00,19.0,1.0205,54.5,,17.3
2018-03-17 12:30:00,18.59,0.9121,54.4,,42.7
2018-03-17 13:00:00,18.0,0.8164,53.90000000000001,,35.0
2018-03-17 13:30:00,18.41,0.9443,54.1,,14.8
2018-03-17 14:00:00,18.19,1.0723,53.8,,56.3
2018-03-17 14:30:00,18.31,0.9482,53.8,,22.5
2018-03-17 15:00:00,18.19,0.8164,53.7,,14.8
2018-03-17 15:30:00,18.11,1.1084,53.90000000000001,,62.9
2018-03-17 16:00:00,17.7,0.9697,54.0,,17.0
2018-03-17 16:30:00,17.59,0.8213,53.90000000000001,,14.7
2018-03-17 17:00:00,18.09,1.0371,54.0,,61.9
2018-03-17 17:30:00,17.7,1.0664,54.1,,16.1
2018-03-17 18:00:00,17.61,0.8828,54.0,,30.3
2018-03-17 18:30:00,17.0,0.8701,54.2,,46.8
2018-03-17 19:00:00,17.8,1.0537,54.2,,15.4
2018-03-17 19:30:00,17.39,0.9131,54.4,,20.9
2018-03-17 20:00:00,17.11,0.8232,54.5,,59.0
2018-03-17 20:30:00,15.89,1.0156,54.5,,15.7
2018-03-17 21:00:00,15.41,1.0508,54.5,,24.5
2018-03-17 21:30:00,15.7,0.8672,54.5,,51.4
2018-03-17 22:00:00,15.89,0.8086,54.7,,15.4
2018-03-17 22:30:00,15.0,1.0996,54.6,,36.1
2018-03-17 23:00:00,14.81,0.9395,54.5,,39.2
2018-03-17 23:30:00,15.3,0.7803,54.6,,14.8
2018-03-18 00:00:00,15.0,1.0225,54.5,,45.5
2018-03-18 00:30:00,14.8,0.915,54.5,,31.5
2018-03-18 01:00:00,14.8,0.8535,54.8,,14.9
2018-03-18 01:30:00,14.8,0.9824,54.8,,46.6
2018-03-18 02:00:00,14.61,1.0186,55.0,,30.8
2018-03-18 02:30:00,14.59,0.8896,54.9,,14.7
2018-03-18 03:00:00,14.61,0.8525,55.3,,58.3
2018-03-18 03:30:00,14.39,0.9951,54.0,,17.5
2018-03-18 04:00:00,14.8,0.9179999999999999,55.0,,14.3
2018-03-18 04:30:00,15.61,0.8389,55.2,,61.6
2018-03-18 05:00:00,16.09,0.9277,56.1,,16.299999999999994
2018-03-18 05:30:00,16.5,1.0605,55.1,,16.2
2018-03-18 06:00:00,15.8,0.8759999999999999,55.2,,59.7
2018-03-18 06:30:00,15.91,0.8086,55.1,,15.7
2018-03-18 07:00:00,15.7,1.0137,55.2,,29.8
2018-03-18 07:30:00,15.7,0.9238,55.0,,45.1
2018-03-18 08:00:00,17.3,0.9238,55.2,,14.9
2018-03-18 08:30:00,16.0,0.8613,54.9,,38.3
2018-03-18 09:00:00,16.0,1.0137,54.6,,38.0
2018-03-18 09:30:00,16.5,0.8613,54.7,,15.0
2018-03-18 10:00:00,16.8,0.8867,54.6,,43.2
2018-03-18 10:30:00,16.7,1.0664,54.4,,36.1
2018-03-18 11:00:00,16.5,0.7178,54.3,,15.1
2018-03-18 11:30:00,16.7,1.1172,54.7,,57.7
2018-03-18 12:00:00,16.19,0.9004,54.7,,20.8
2018-03-18 12:30:00,16.7,0.8057,54.7,,15.0
2018-03-18 13:00:00,16.41,1.1484,54.5,,61.9
2018-03-18 13:30:00,16.59,0.9072,54.8,,16.2
2018-03-18 14:00:00,16.91,0.6865,54.8,,32.300000000000004
2018-03-18 14:30:00,16.7,1.085,54.9,,46.0
